"# NOTE: Recommendations are based on availability. Items marked ""Sold out"" may affect tier selections if they become available."
"# SOLD OUT items documented with ""IF AVAILABLE"" notes indicate potential tier changes when restocked."
category,product_name,brand,price,unit,size,certifications,packaging,nutrition,labels,notes,item_type,seasonality,selected_tier,selection_reason
produce_roots,Marinated Baby Beets White Wine Balsamic,Love Beets,$4.99,ea,6.5oz,,Plastic bag,"Calories: 71/100g, Protein: 1.18g, Carbs: 20g, Fiber: 2.4g","No Gmos, Non Gmo Project",Save 20% - Any 2 for $8.00,convenience,year-round (processed),,Processed/marinated product
produce_roots,Organic Gold Beets,Generic,$2.99,lb,,USDA Organic,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",Yellow/golden variety,staple,fall-winter storage (Oct-Mar) - PEAK NOW,,Color variety of staple beet
produce_roots,Organic Badger Flame Beets,Lancaster Farm Fresh Cooperative,$3.49,lb,,USDA Organic + Local,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",Heirloom variety - cooperative,staple,fall-winter (Oct-Mar) - PEAK NOW,conscious,Local cooperative + organic + heirloom variety - IN SEASON
produce_roots,Perfectly Pickled Beets Honey Ginger,Love Beets,$4.99,ea,6.5oz,,Loose bulk in produce bag,"Calories: 82.4/100g, Protein: 1.18g, Carbs: 20g, Fiber: 2.35g","Naturally Gluten-Free, Vegan",Save 20% - Any 2 for $8.00,convenience,year-round (processed),,Processed/pickled product
produce_roots,Local Organic Chioggia Beets,Lancaster Farm Fresh Cooperative,$2.49,ea,0.5oz,USDA Organic + Local,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",Candy-stripe heirloom,specialty,fall-winter (Oct-Mar) - PEAK NOW,,Promote in season - heirloom variety
produce_roots,Organic Turnip,Generic,$2.99,lb (min 2),,USDA Organic,Loose bulk in produce bag,,,,staple,fall-winter storage (Oct-Mar) - PEAK NOW,,
produce_roots,Rutabaga,Generic,$2.49,lb,,None (conventional),Loose bulk in produce bag,,,GREAT CHOICE noted - versatile root,specialty,fall-winter storage (Oct-Mar) - PEAK NOW,,Promote in season if recipe/user specifies
produce_roots,Perfectly Pickled Beets Sweet Chili,Love Beets,$4.99,ea,6.5oz,,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",Save 20% - Any 2 for $8.00,convenience,year-round (processed),,Processed/pickled product
produce_roots,Yuca,Generic,$3.49,lb (min 2),,,Loose bulk in produce bag,,,EXCELLENT noted - tropical root starch,specialty,year-round (imported tropical),,Only if recipe/user specifies - Latin cuisine
produce_roots,Organic Gold Beets Bunch,Generic,$2.99,ea,4ct,USDA Organic,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",,staple,fall-winter storage (Oct-Mar) - PEAK NOW,,
produce_roots,Turnip,Generic,$1.99,lb (min 2),,None (conventional),Loose bulk in produce bag,,,Middle category - peelable skin,staple,fall-winter storage (Oct-Mar) - PEAK NOW,cheaper,Lowest cost versatile root - IN SEASON
fruit_tropical,Fresh Pineapple Chunks,Generic,$3.99,ea,8oz,,Plastic bag,,,Pre-cut convenience,convenience,year-round (imported),,
fruit_tropical,Tommy Atkins Mango,Generic,$2.49,ea (min 2),1lb ea,None (conventional),Plastic bag,,,,staple,year-round (imported) - peak spring/summer,,
fruit_tropical,Pomegranate Arils,Generic,$6.99,ea,4.4oz,,Plastic bag,,,Pre-seeded convenience,convenience,fall-winter (Oct-Feb) - PEAK NOW,,Seasonal fruit - promote in season
fruit_tropical,Fresh Cubed Mango,Generic,$7.99,ea,8oz,,Plastic bag,,,Pre-cut convenience,convenience,year-round (imported),,
fruit_tropical,Golden Pineapple,Generic,$6.99,ea,5.25lb,None (conventional),Plastic bag,,,Clean Fifteen ,,,,
fruit_tropical,Fresh Mango Spears,Generic,$6.49,ea,8oz,,Plastic bag,,,Pre-cut convenience,convenience,year-round (imported),,
fruit_tropical,Kiwifruit,Generic,$0.99,ea (min 2),0.25lb,None (conventional),Plastic bag,,,Clean Fifteen ,,,,
fruit_tropical,Organic Kiwifruit,Generic,$0.79,ea (min 2),0.30lb,USDA Organic,Plastic bag,,,CHEAPER than conventional! Unusual pricing,staple,year-round (imported),balanced,Organic CHEAPER than conventional - great value
fruit_tropical,Fresh Cored Pineapple,Generic,$7.99,ea,23.2oz,,Plastic bag,,,Pre-cored convenience,convenience,year-round (imported),,
fruit_tropical,Organic Tommy Atkins Mango,Generic,$3.99,ea,1lb,USDA Organic,Plastic bag,,,,staple,year-round (imported) - peak spring/summer,,
fruit_tropical,Fresh Black Mission Figs,Generic,$6.99,ea,8oz,,Plastic bag,,,,specialty,summer-fall (Jun-Oct) - OFF SEASON,,Only if recipe/user specifies - limited season
fruit_tropical,Mini Honeyglow Pineapple,Generic,$6.99,ea,3lb,,Plastic bag,,,Smaller portion option,staple,year-round (imported),,
fruit_tropical,Yellow Plantains,Generic,$1.49,ea (min 2),0.5lb,,Plastic bag,,,Ripe - sweet for frying/baking,specialty,year-round (imported tropical),,Only if recipe/user specifies - Latin cuisine
fruit_tropical,Maradol Papaya,Generic,$7.99,ea,3lb,None (conventional),Plastic bag,,,Clean Fifteen ,,,,
fruit_tropical,Organic Golden Pineapple,Generic,$7.99,ea,4lb,USDA Organic,Plastic bag,,,Clean Fifteen ,,,,
fruit_tropical,Fresh Pineapple Chunks 2lb,Generic,$11.99,ea,2lb,,Plastic bag,,,Bulk pre-cut convenience,convenience,year-round (imported),,
fruit_tropical,Fresh Pineapple & Jumbo Blueberry Medley,Generic,$5.99,ea,8oz,,Plastic bag,,,Mixed fruit convenience,convenience,year-round,,
fruit_tropical,Golden Dragon Fruit,Generic,$8.99,ea,1lb,,Plastic bag,,,Exotic specialty,specialty,year-round (imported),,Only if recipe/user specifies - exotic
fruit_tropical,Green Plantains,Generic,$1.49,ea (min 2),0.5lb,,Plastic bag,,,Unripe - starchy for tostones/mofongo,specialty,year-round (imported tropical),,Only if recipe/user specifies - Latin cuisine
fruit_tropical,White Dragon Fruit,Generic,$7.99,ea,1lb,,Plastic bag,,,Exotic specialty,specialty,year-round (imported),,Only if recipe/user specifies - exotic
fruit_tropical,Kaki Persimmons,Generic,$3.99,ea,8oz,,Plastic bag,,,It's Back - seasonal,specialty_promotable,fall-winter (Oct-Jan) - PEAK NOW,,Promote NOW: in season + user history OR recipe
fruit_tropical,Organic Coconut Chunks Original,Genuine Coconut,$4.99,ea,4oz,USDA Organic,Plastic bag,,,Pre-cut coconut,convenience,year-round,,
fruit_tropical,Tommy Atkins Mangoes Case,Generic,$14.99,ea,8-12ct ~1lb ea,,Plastic bag,,,Bulk case option,staple,year-round (imported),,Bulk discount
fruit_tropical,Sharon Fruit,Generic,$3.99,ea,0.35lb,,Plastic bag,,,GREAT CHOICE noted - non-astringent persimmon,specialty_promotable,fall-winter (Oct-Jan) - PEAK NOW,,Promote NOW: in season + GREAT CHOICE + user history OR recipe
fruit_tropical,Aloe Vera Leaf,Generic,$2.99,lb,,,Plastic bag,,,Specialty - not typical fruit,specialty,year-round,,Only if recipe/user specifies
fruit_tropical,Mexican Guava,Generic,$3.99,ea,1lb,,Plastic bag,,,,specialty,fall-winter (Oct-Mar),,Only if recipe/user specifies - tropical
fruit_tropical,Sweet Tamarind,Generic,$8.49,ea,1lb,,Plastic bag,,,,specialty,year-round (imported),,Only if recipe/user specifies - Asian/Latin cuisine
fruit_tropical,Soursop Fruit Pulp,Generic,$9.99,ea,16oz,,Plastic bag,,,Processed pulp,specialty,year-round (processed),,Only if recipe/user specifies - Caribbean/Latin
fruit_tropical,Breadfruit,Generic,$4.99,ea,2lb,,Plastic bag,,,Starchy tropical - like potato,specialty,year-round (imported),,Only if recipe/user specifies - Caribbean/Pacific
fruit_tropical,Cacao Fruit,Generic,$12.99,ea,3lb,,Plastic bag,,,Whole cacao pod,specialty,year-round (imported),,Only if recipe/user specifies - specialty
fruit_tropical,Buddha's Hand Citron,Flavors by Bhumi,$14.99,lb,,,Plastic bag,,,Aromatic citrus - zest/fragrance,specialty,fall-winter (Nov-Feb),,Only if recipe/user specifies - specialty citrus
fruit_tropical,Passion Fruit,Generic,$4.99,ea,0.1lb,,Plastic bag,,,EXCELLENT noted,specialty_promotable,summer-fall (Jun-Oct) - off season now,,Promote if: user history OR recipe (limited availability now)
fruit_tropical,Kent Mango,Generic,$0.99,ea,,None (conventional),Plastic bag,,,SALE 23% off - sweetest mango variety,staple,year-round (peak spring/summer),,Sale price - promote
fruit_tropical,Plantain Yellow Case,Generic,$79.99,ea,50ct,,Plastic bag,,,Bulk foodservice,specialty,year-round,,Foodservice only
fruit_tropical,Plantain Green Case,Generic,$79.99,ea,50ct,,Plastic bag,,,Bulk foodservice,specialty,year-round,,Foodservice only
fruit_tropical,Sweet Tamarind Case,Generic,$129.05,cs,16ct ~1lb ea,,Plastic bag,,,Bulk case - SALE 5% off,specialty,year-round,,Foodservice/bulk only
fruit_tropical,Pomegranates,Generic,Sold out,ea,,,Plastic bag,,,SOLD OUT,staple,fall-winter (Oct-Feb) - PEAK NOW,,IF AVAILABLE - seasonal staple IN PEAK SEASON - high demand causes stockouts
fruit_tropical,SunGold Kiwifruit,Zespri,Sold out,ea,,,Plastic bag,"Calories: 79/100g, Protein: 1g, Carbs: 15.8g, Fat: 0.3g, Fiber: 1.4g",,SOLD OUT - premium yellow kiwi,staple,year-round,,IF AVAILABLE - would be balanced/conscious tier (premium brand + sweeter variety)
fruit_tropical,Green Guavas,Generic,Sold out,ea,,,Plastic bag,,,SOLD OUT,specialty,fall-winter,,
fruit_tropical,Rambutan,Generic,Sold out,ea,,,Plastic bag,,,SOLD OUT - exotic,specialty,summer,,Exotic - sold out
fruit_berries,Jumbo Ultra-Premium Blueberries,Family Tree Farms,$9.99,ea,9.8oz,,Plastic bag,,,Earliest delivery Sat Jan 24 - premium,staple,year-round (imported winter) - blueberries ,,
fruit_berries,Organic Strawberries,Driscoll's,$9.99,ea,16oz,USDA Organic,Plastic bag,,"Organic, Usda Organic",Strawberries ,,,,
fruit_berries,Strawberries,Driscoll's,$5.99,ea,16oz,None (conventional),Plastic bag,"Calories: 45/100g, Protein: 1g, Carbs: 11g, Fiber: 3g","Vegetarian, Vegan",Strawberries ,,,,
fruit_berries,Organic Raspberries,Driscoll's,$6.99,ea,6oz,USDA Organic,Plastic bag,"Calories: 48.8/100g, Protein: 0.813g, Carbs: 12.2g, Fat: 0.813g, Fiber: 6.5g","Organic, Usda Organic",High-risk berry - organic chosen,staple,year-round (imported winter),balanced,Organic + Driscoll's brand safety + delicate berry
